person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
30.0,83203,RENT,6.0,MEDICAL,A,14100,6.03,0,0.17,N,8
35.0,30000,RENT,4.0,MEDICAL,C,14125,12.99,1,0.47,Y,10
29.0,100000,MORTGAGE,2.0,HOMEIMPROVEMENT,D,20000,14.61,0,0.2,Y,10
32.0,100000,MORTGAGE,4.0,EDUCATION,A,4500,10.99,0,0.045,N,5
28.0,30000,RENT,0.0,DEBTCONSOLIDATION,D,14125,14.74,1,0.47,N,10
27.0,31897,RENT,8.0,MEDICAL,C,14125,12.68,1,0.4428316142583942,N,10
28.0,100000,MORTGAGE,3.0,EDUCATION,C,10000,12.84,0,0.1,Y,5
31.0,100000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,15000,9.63,0,0.15,N,7
35.0,88000,MORTGAGE,4.0,PERSONAL,D,10000,14.11,1,0.1136363636363636,Y,6
27.0,100000,MORTGAGE,0.0,VENTURE,C,16000,10.99,0,0.16,Y,6
33.0,34800,RENT,14.5,HOMEIMPROVEMENT,B,14125,10.37,1,0.4058908045977011,N,8
30.0,36500,RENT,5.0,EDUCATION,A,14125,8.9,1,0.386986301369863,N,7
27.0,100000,MORTGAGE,2.0,MEDICAL,A,2000,8.0,0,0.02,N,5
28.0,100000,MORTGAGE,2.0,PERSONAL,A,13500,9.38,0,0.135,N,9
27.0,100000,MORTGAGE,2.0,MEDICAL,C,10000,12.09,0,0.1,Y,9
27.0,39000,RENT,5.0,EDUCATION,A,14125,8.49,1,0.3621794871794871,N,5
33.0,100000,MORTGAGE,2.0,VENTURE,C,7000,10.99,0,0.07,N,6
30.0,100000,MORTGAGE,5.0,PERSONAL,C,7500,11.59,0,0.075,Y,6
31.0,100000,MORTGAGE,8.0,VENTURE,B,7000,10.08,0,0.07,N,10
28.0,46400,RENT,6.0,DEBTCONSOLIDATION,C,14125,10.99,0,0.3044181034482758,N,5
33.0,100000,MORTGAGE,1.0,HOMEIMPROVEMENT,B,23125,10.39,0,0.25,N,8
29.0,40000,RENT,3.0,MEDICAL,B,14150,12.69,1,0.35375,N,7
35.0,100000,MORTGAGE,13.0,EDUCATION,F,12000,15.76,0,0.12,N,6
34.0,30000,OWN,3.0,HOMEIMPROVEMENT,C,8875,14.27,0,0.2958333333333333,Y,8
29.0,100000,MORTGAGE,7.0,MEDICAL,C,15000,12.04,0,0.15,N,5
27.0,100000,MORTGAGE,10.0,MEDICAL,B,12000,9.96,0,0.12,N,10
27.0,100000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,5000,8.07,0,0.05,N,10
33.0,88296,MORTGAGE,0.0,DEBTCONSOLIDATION,E,15000,15.88,1,0.17,N,8
32.0,30000,RENT,5.0,EDUCATION,C,14300,13.49,1,0.4766666666666667,N,8
27.0,30000,RENT,0.0,MEDICAL,B,14300,10.39,1,0.4766666666666667,N,6
27.0,100500,MORTGAGE,11.0,EDUCATION,C,15000,14.65,0,0.15,N,6
30.0,31800,RENT,2.0,VENTURE,B,14400,10.75,1,0.4528301886792453,N,7
35.0,100596,MORTGAGE,2.0,PERSONAL,B,23125,10.59,0,0.2485188277863931,N,8
30.0,100800,MORTGAGE,5.0,VENTURE,B,22000,12.42,0,0.2182539682539682,N,7
29.0,36000,RENT,0.0,MEDICAL,B,14400,10.62,1,0.4,N,6
35.0,100843,MORTGAGE,6.0,MEDICAL,C,2800,12.87,0,0.027765933183265,N,5
27.0,88970,MORTGAGE,5.0,DEBTCONSOLIDATION,B,20000,11.99,1,0.2247948746768573,N,6
28.0,101000,MORTGAGE,4.0,EDUCATION,B,5000,9.91,0,0.05,N,5
32.0,101000,MORTGAGE,12.0,DEBTCONSOLIDATION,B,8000,11.49,0,0.08,N,5
32.0,101000,MORTGAGE,5.0,EDUCATION,C,3375,14.79,0,0.0334158415841584,N,8
33.0,101000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,5000,7.49,0,0.05,N,7
31.0,101000,MORTGAGE,5.0,EDUCATION,A,18000,8.49,0,0.1782178217821782,N,6
31.0,38000,RENT,14.5,VENTURE,A,14400,8.94,1,0.3789473684210526,N,7
29.0,101000,OWN,6.0,HOMEIMPROVEMENT,B,12000,12.18,0,0.1188118811881188,N,8
30.0,43000,RENT,2.0,DEBTCONSOLIDATION,A,14400,6.99,1,0.3348837209302325,N,10
32.0,30000,OWN,10.0,HOMEIMPROVEMENT,A,17875,6.99,0,0.5958333333333333,N,5
28.0,101000,MORTGAGE,8.0,MEDICAL,A,15000,8.94,0,0.1485148514851485,N,9
27.0,101000,MORTGAGE,1.0,PERSONAL,D,20000,10.99,0,0.198019801980198,N,8
31.0,101000,MORTGAGE,6.0,PERSONAL,A,12000,9.63,0,0.1188118811881188,N,7
28.0,101000,MORTGAGE,7.0,PERSONAL,A,6000,8.32,0,0.06,N,9
27.0,101004,MORTGAGE,2.0,MEDICAL,A,11025,7.9,0,0.11,N,5
27.0,101004,MORTGAGE,3.0,MEDICAL,B,12000,10.99,0,0.1188071759534275,N,9
31.0,101004,MORTGAGE,3.0,DEBTCONSOLIDATION,C,17000,10.99,0,0.1683101659340224,N,8
29.0,30000,OWN,0.0,VENTURE,A,4000,7.49,0,0.1333333333333333,N,5
27.0,75905,OWN,0.0,MEDICAL,F,18000,17.26,1,0.2371385284236875,N,8
35.0,101400,MORTGAGE,11.0,HOMEIMPROVEMENT,A,4500,9.32,0,0.044378698224852,N,5
31.0,101416,MORTGAGE,9.0,HOMEIMPROVEMENT,C,15000,12.87,0,0.147905655912282,Y,8
29.0,44500,RENT,3.0,VENTURE,C,14400,13.61,1,0.3235955056179775,Y,10
29.0,45000,RENT,14.0,PERSONAL,A,14400,7.29,1,0.32,N,9
30.0,90000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,4800,8.9,1,0.0533333333333333,N,5
30.0,102000,MORTGAGE,8.0,HOMEIMPROVEMENT,D,15000,15.62,0,0.1470588235294117,Y,8
33.0,102000,MORTGAGE,6.0,EDUCATION,C,8700,12.99,0,0.0852941176470588,Y,9
27.0,102000,MORTGAGE,1.0,PERSONAL,B,16000,11.99,0,0.1568627450980392,N,5
28.0,102000,MORTGAGE,0.0,PERSONAL,A,10000,5.99,0,0.0980392156862745,N,10
27.0,102000,MORTGAGE,9.0,PERSONAL,A,6000,7.49,0,0.0588235294117647,N,9
33.0,58000,RENT,0.0,VENTURE,B,14400,9.91,0,0.2482758620689655,N,5
33.0,102000,MORTGAGE,14.5,VENTURE,E,23125,10.99,0,0.3431372549019608,Y,8
30.0,102000,MORTGAGE,4.0,EDUCATION,A,12250,7.66,0,0.12,N,8
31.0,102000,MORTGAGE,5.0,EDUCATION,A,4000,7.88,0,0.04,N,10
29.0,102000,MORTGAGE,13.0,MEDICAL,A,6000,7.88,0,0.0588235294117647,N,9
31.0,102000,MORTGAGE,1.0,HOMEIMPROVEMENT,C,14400,10.99,0,0.1411764705882353,N,6
28.0,65000,RENT,7.0,MEDICAL,B,14400,11.14,0,0.2215384615384615,N,5
28.0,102000,MORTGAGE,2.0,VENTURE,B,10000,12.18,0,0.0980392156862745,N,7
34.0,68000,RENT,5.0,HOMEIMPROVEMENT,A,14400,8.59,0,0.2117647058823529,N,5
27.0,102000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,7200,11.26,0,0.07,N,8
27.0,102000,MORTGAGE,1.0,HOMEIMPROVEMENT,C,15000,12.84,0,0.1470588235294117,N,7
27.0,102000,MORTGAGE,6.0,VENTURE,A,10000,9.63,0,0.0980392156862745,N,9
29.0,102000,OWN,10.0,MEDICAL,B,18000,9.33,0,0.1764705882352941,N,7
28.0,102058,MORTGAGE,13.0,EDUCATION,C,15000,13.92,0,0.1469752493680064,Y,8
33.0,102368,MORTGAGE,6.0,HOMEIMPROVEMENT,B,11000,11.14,0,0.1074554548296342,N,8
28.0,73500,RENT,0.0,HOMEIMPROVEMENT,C,14400,12.98,0,0.1959183673469387,Y,6
27.0,102400,MORTGAGE,2.0,EDUCATION,D,23125,15.57,0,0.244140625,N,10
30.0,102489,MORTGAGE,14.0,PERSONAL,B,23125,12.18,0,0.2439286167296002,N,7
27.0,102500,MORTGAGE,3.0,HOMEIMPROVEMENT,B,8000,10.59,0,0.0780487804878048,N,6
27.0,102500,MORTGAGE,0.0,DEBTCONSOLIDATION,B,9000,11.49,0,0.0878048780487804,N,6
28.0,102500,MORTGAGE,12.0,MEDICAL,A,6000,5.79,0,0.0585365853658536,N,8
30.0,102540,MORTGAGE,6.0,HOMEIMPROVEMENT,A,1500,7.9,0,0.0146284376828554,N,5
27.0,75000,RENT,1.0,EDUCATION,B,14400,11.36,0,0.192,N,7
31.0,102672,OWN,4.0,EDUCATION,A,10000,7.9,0,0.0973975377902446,N,10
33.0,102996,MORTGAGE,4.0,EDUCATION,A,6000,10.99,0,0.0582546895025049,N,8
31.0,103000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,14000,9.91,0,0.1359223300970873,N,7
33.0,103000,MORTGAGE,5.0,EDUCATION,A,23125,7.49,0,0.233009708737864,N,10
32.0,103000,MORTGAGE,3.0,MEDICAL,A,6000,7.49,0,0.058252427184466,N,8
30.0,103000,MORTGAGE,14.0,PERSONAL,A,6400,7.49,0,0.062135922330097,N,9
28.0,103000,MORTGAGE,2.0,EDUCATION,A,5000,5.42,0,0.0485436893203883,N,5
34.0,103000,MORTGAGE,5.0,VENTURE,A,3525,5.42,0,0.0342233009708737,N,8
29.0,103000,MORTGAGE,13.0,MEDICAL,A,4500,7.29,0,0.0436893203883495,N,6
27.0,103000,MORTGAGE,8.0,MEDICAL,A,8800,7.29,0,0.0854368932038835,N,8
28.0,103000,MORTGAGE,4.0,VENTURE,A,10000,7.51,0,0.0970873786407767,N,10
30.0,79820,RENT,4.0,EDUCATION,C,14400,13.49,0,0.18,N,6
34.0,103000,MORTGAGE,5.0,VENTURE,B,16000,10.62,0,0.1553398058252427,N,7
32.0,84000,RENT,4.0,PERSONAL,B,14400,11.99,0,0.1714285714285714,N,6
31.0,103000,MORTGAGE,3.0,VENTURE,B,15000,10.99,0,0.145631067961165,N,6
29.0,103089,MORTGAGE,2.0,EDUCATION,A,7000,10.99,0,0.0679024920214571,N,9
28.0,103200,MORTGAGE,7.0,EDUCATION,B,9000,9.88,0,0.0872093023255814,N,6
27.0,85000,RENT,4.0,VENTURE,A,14400,8.49,0,0.17,N,10
34.0,103363,MORTGAGE,4.0,DEBTCONSOLIDATION,B,15000,10.99,0,0.1451196269458123,N,8
30.0,103500,MORTGAGE,14.0,VENTURE,D,23125,14.61,0,0.2333333333333333,N,9
28.0,85000,RENT,1.0,EDUCATION,A,14400,9.07,0,0.17,N,8
28.0,103800,MORTGAGE,4.0,MEDICAL,C,10000,14.27,0,0.0963391136801541,Y,8
28.0,103992,MORTGAGE,3.0,PERSONAL,B,18000,10.99,0,0.1730902377105931,N,7
33.0,104000,MORTGAGE,3.0,EDUCATION,A,16000,10.99,0,0.1538461538461538,N,9
27.0,104000,MORTGAGE,11.0,PERSONAL,B,10000,10.65,0,0.0961538461538461,N,9
29.0,104000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,23125,7.49,0,0.3365384615384615,N,8
27.0,104000,OWN,10.0,EDUCATION,B,23125,10.99,0,0.3365384615384615,N,10
30.0,96000,RENT,4.0,PERSONAL,B,14400,10.99,0,0.15,N,8
27.0,104000,OWN,4.0,EDUCATION,E,23125,17.99,0,0.3365384615384615,Y,6
29.0,104000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,18000,7.66,0,0.173076923076923,N,7
33.0,104000,MORTGAGE,14.5,MEDICAL,B,3500,10.74,0,0.0336538461538461,N,6
29.0,30000,OWN,0.0,PERSONAL,A,10000,6.17,0,0.3333333333333333,N,5
32.0,100000,RENT,7.0,EDUCATION,C,14400,13.35,0,0.144,Y,7
28.0,100000,RENT,10.0,HOMEIMPROVEMENT,C,14400,13.85,0,0.144,N,9
28.0,104000,MORTGAGE,12.0,PERSONAL,D,20000,10.99,0,0.1923076923076923,N,9
28.0,92000,MORTGAGE,8.0,PERSONAL,C,7750,14.22,1,0.0842391304347826,N,6
30.0,50000,RENT,3.0,DEBTCONSOLIDATION,C,14475,10.99,0,0.29,Y,6
32.0,28800,RENT,4.0,PERSONAL,E,14500,16.7,1,0.5034722222222222,N,10
32.0,104000,MORTGAGE,12.0,VENTURE,E,17000,14.82,0,0.1634615384615384,Y,7
27.0,104525,MORTGAGE,11.0,HOMEIMPROVEMENT,A,6000,7.4,0,0.0574025352786414,N,8
30.0,30000,RENT,1.0,PERSONAL,B,14500,10.99,1,0.4833333333333333,N,8
30.0,105000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,23125,7.51,0,0.2476190476190476,N,10
34.0,31000,RENT,5.0,MEDICAL,A,14500,7.88,1,0.4677419354838709,N,10
32.0,105000,MORTGAGE,14.5,MEDICAL,C,5000,14.65,0,0.0476190476190476,N,9
27.0,105000,MORTGAGE,11.0,EDUCATION,A,23125,10.99,0,0.2666666666666666,N,7
33.0,105000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,23125,9.91,0,0.2511904761904762,N,9
29.0,105000,MORTGAGE,4.0,VENTURE,A,12000,6.62,0,0.1142857142857142,N,7
35.0,32000,RENT,4.0,MEDICAL,A,14500,6.17,1,0.453125,N,9
27.0,35000,RENT,4.0,DEBTCONSOLIDATION,C,14500,13.98,1,0.4142857142857143,Y,8
30.0,105000,MORTGAGE,6.0,EDUCATION,A,10000,5.99,0,0.0952380952380952,N,8
34.0,105000,MORTGAGE,14.0,VENTURE,A,12000,6.99,0,0.1142857142857142,N,5
28.0,30000,RENT,1.0,MEDICAL,B,14500,11.14,1,0.4833333333333333,N,8
29.0,105000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,3000,5.99,0,0.0285714285714285,N,6
30.0,40581,RENT,14.0,VENTURE,C,14500,13.23,1,0.3573100712155935,N,10
35.0,105000,MORTGAGE,11.0,EDUCATION,A,10000,10.99,0,0.0952380952380952,N,10
30.0,105000,MORTGAGE,14.0,MEDICAL,B,7725,10.99,0,0.0735714285714285,N,9
32.0,105000,MORTGAGE,5.0,EDUCATION,A,12100,5.99,0,0.1152380952380952,N,6
27.0,105000,MORTGAGE,7.0,EDUCATION,A,11000,7.49,0,0.1047619047619047,N,5
28.0,105000,MORTGAGE,12.0,EDUCATION,A,7000,10.99,0,0.0666666666666666,N,10
35.0,105000,MORTGAGE,14.5,PERSONAL,B,3000,10.37,0,0.0285714285714285,N,7
32.0,79050,MORTGAGE,10.0,MEDICAL,F,23125,18.62,1,0.3036053130929791,Y,8
34.0,105000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,5000,5.42,0,0.0476190476190476,N,7
28.0,105000,MORTGAGE,8.0,VENTURE,B,12000,9.63,0,0.1142857142857142,N,10
27.0,105000,MORTGAGE,3.0,EDUCATION,C,23125,12.23,0,0.238095238095238,N,5
28.0,105000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,23125,10.99,0,0.2285714285714285,N,6
29.0,105000,MORTGAGE,3.0,VENTURE,A,20000,6.91,0,0.19,N,8
31.0,30000,OWN,2.0,HOMEIMPROVEMENT,B,2950,10.75,0,0.0983333333333333,N,7
27.0,105000,MORTGAGE,9.0,PERSONAL,A,23125,6.17,0,0.2285714285714285,N,6
32.0,105000,MORTGAGE,11.0,MEDICAL,A,20000,6.54,0,0.19,N,9
27.0,30000,OWN,6.0,EDUCATION,D,1800,14.84,0,0.06,Y,5
33.0,79050,MORTGAGE,14.5,MEDICAL,D,12750,15.95,1,0.1612903225806451,N,10
34.0,105000,MORTGAGE,2.0,MEDICAL,A,10000,7.51,0,0.0952380952380952,N,7
30.0,105000,MORTGAGE,0.0,VENTURE,C,6000,14.72,0,0.0571428571428571,Y,10
28.0,105000,MORTGAGE,1.0,MEDICAL,B,23125,11.12,0,0.238095238095238,N,9
29.0,105000,MORTGAGE,13.0,HOMEIMPROVEMENT,A,12000,7.88,0,0.1142857142857142,N,7
31.0,30000,OWN,6.0,VENTURE,B,2500,11.36,0,0.0833333333333333,N,9
29.0,105000,MORTGAGE,13.0,DEBTCONSOLIDATION,B,17000,10.25,0,0.1619047619047619,N,10
27.0,76000,RENT,2.0,MEDICAL,C,14500,12.73,0,0.19,N,10
30.0,105000,OWN,14.0,HOMEIMPROVEMENT,B,15400,11.36,0,0.1466666666666666,N,10
30.0,105000,MORTGAGE,12.0,EDUCATION,A,12000,7.88,0,0.1142857142857142,N,6
30.0,105000,MORTGAGE,14.0,HOMEIMPROVEMENT,B,13000,10.25,0,0.1238095238095238,N,9
28.0,76113,RENT,4.0,HOMEIMPROVEMENT,C,14500,12.61,1,0.19,N,7
30.0,105000,MORTGAGE,5.0,EDUCATION,B,20000,11.83,0,0.19,N,5
33.0,90000,RENT,8.0,DEBTCONSOLIDATION,C,14500,14.65,0,0.1611111111111111,N,9
33.0,105000,MORTGAGE,12.0,HOMEIMPROVEMENT,A,7000,7.74,0,0.0666666666666666,N,10
30.0,30000,OWN,4.0,PERSONAL,D,8000,15.7,0,0.2666666666666666,Y,10
27.0,105000,MORTGAGE,5.0,EDUCATION,B,20000,11.48,0,0.19,N,6
31.0,30000,OWN,2.0,VENTURE,A,10000,7.88,0,0.3333333333333333,N,5
29.0,105000,MORTGAGE,13.0,PERSONAL,C,5000,12.53,0,0.0476190476190476,N,9
28.0,105000,MORTGAGE,0.0,VENTURE,B,19000,12.21,0,0.18,N,6
29.0,105000,MORTGAGE,11.0,HOMEIMPROVEMENT,D,15000,14.42,0,0.1428571428571428,Y,5
33.0,105000,MORTGAGE,6.0,PERSONAL,C,5150,12.41,0,0.05,Y,9
31.0,40000,RENT,2.0,DEBTCONSOLIDATION,C,14600,10.99,1,0.365,Y,5
27.0,105600,MORTGAGE,0.0,DEBTCONSOLIDATION,A,10000,7.29,0,0.0946969696969697,N,6
31.0,93900,MORTGAGE,13.0,VENTURE,F,23125,16.08,1,0.255591054313099,Y,6
29.0,93924,MORTGAGE,7.0,DEBTCONSOLIDATION,D,8400,10.99,1,0.09,N,10
28.0,28800,RENT,1.0,EDUCATION,C,15000,14.65,1,0.52,Y,8
29.0,105996,MORTGAGE,0.0,DEBTCONSOLIDATION,B,19400,10.99,0,0.1830257745575304,N,6
27.0,106000,MORTGAGE,11.0,HOMEIMPROVEMENT,B,4000,11.71,0,0.0377358490566037,N,6
35.0,106000,MORTGAGE,8.0,DEBTCONSOLIDATION,C,15000,15.96,0,0.1415094339622641,N,8
33.0,106000,MORTGAGE,2.0,EDUCATION,A,6000,8.49,0,0.0566037735849056,N,8
34.0,106000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,7200,7.29,0,0.0679245283018867,N,8
32.0,106000,MORTGAGE,12.0,HOMEIMPROVEMENT,A,12000,5.79,0,0.1132075471698113,N,8
31.0,106000,MORTGAGE,14.5,HOMEIMPROVEMENT,B,2400,9.63,0,0.0226415094339622,N,6
27.0,106000,MORTGAGE,5.0,HOMEIMPROVEMENT,C,23125,13.8,0,0.2264150943396226,N,10
30.0,106000,MORTGAGE,11.0,VENTURE,F,10000,10.99,0,0.0943396226415094,N,9
28.0,28896,RENT,6.0,PERSONAL,C,15000,13.48,1,0.52,Y,8
31.0,106000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,15000,7.88,0,0.1415094339622641,N,7
31.0,30000,RENT,1.0,HOMEIMPROVEMENT,B,15000,10.0,1,0.5,N,6
32.0,106000,MORTGAGE,3.0,MEDICAL,A,10000,10.99,0,0.0943396226415094,N,7
34.0,106000,MORTGAGE,3.0,MEDICAL,A,9000,7.88,0,0.0849056603773584,N,6
31.0,106000,MORTGAGE,3.0,MEDICAL,B,6000,10.99,0,0.0566037735849056,N,7
27.0,106000,OWN,3.0,PERSONAL,D,16000,14.96,0,0.15,Y,9
28.0,31200,RENT,5.0,MEDICAL,B,15000,11.83,1,0.48,N,9
32.0,106300,MORTGAGE,13.0,PERSONAL,A,20000,10.99,0,0.1881467544684854,N,5
29.0,106300,MORTGAGE,9.0,PERSONAL,A,6000,10.99,0,0.0564440263405456,N,7
28.0,106358,MORTGAGE,5.0,EDUCATION,A,13125,7.66,0,0.1234039752533894,N,7
31.0,30000,OWN,0.0,HOMEIMPROVEMENT,C,5000,12.53,0,0.1666666666666666,Y,6
35.0,106369,MORTGAGE,2.0,MEDICAL,A,8325,6.99,0,0.0782652840583252,N,10
29.0,106369,MORTGAGE,14.0,DEBTCONSOLIDATION,A,18000,6.17,0,0.17,N,9
35.0,106500,MORTGAGE,4.0,PERSONAL,A,14550,10.99,0,0.1366197183098591,N,10
35.0,106800,MORTGAGE,4.0,DEBTCONSOLIDATION,A,8000,6.92,0,0.0749063670411985,N,9
27.0,32000,RENT,0.0,DEBTCONSOLIDATION,B,15000,10.99,1,0.46875,N,7
30.0,32000,RENT,1.0,DEBTCONSOLIDATION,B,15000,12.42,1,0.46875,N,5
27.0,107000,MORTGAGE,11.0,VENTURE,B,23125,9.63,0,0.3271028037383177,N,7
29.0,107000,MORTGAGE,3.0,PERSONAL,B,23125,10.99,0,0.2336448598130841,N,5
28.0,32568,RENT,3.0,EDUCATION,D,15000,10.99,1,0.46,N,9
30.0,107000,MORTGAGE,2.0,PERSONAL,A,5000,10.99,0,0.0467289719626168,N,7
27.0,32960,RENT,3.0,PERSONAL,A,15000,6.91,1,0.4550970873786408,N,5
27.0,107000,MORTGAGE,2.0,EDUCATION,A,10800,9.63,0,0.1,N,5
30.0,107000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,2500,10.78,0,0.0233644859813084,Y,6
27.0,107000,MORTGAGE,4.0,EDUCATION,A,11500,8.38,0,0.1074766355140186,N,10
32.0,107004,MORTGAGE,6.0,VENTURE,B,4200,11.71,0,0.04,N,8
30.0,107004,MORTGAGE,3.0,VENTURE,C,12000,13.79,0,0.112145340361108,Y,10
29.0,33600,RENT,7.0,VENTURE,B,2000,11.71,0,0.06,N,9
29.0,107220,MORTGAGE,9.0,HOMEIMPROVEMENT,B,10000,10.99,0,0.0932661816825219,N,10
28.0,107364,MORTGAGE,12.0,HOMEIMPROVEMENT,A,8000,6.76,0,0.074512872098655,N,9
32.0,107400,OWN,2.0,MEDICAL,D,23125,15.21,0,0.2327746741154562,N,10
32.0,107800,OWN,3.0,EDUCATION,C,5200,14.65,0,0.0482374768089053,Y,8
29.0,34000,RENT,13.0,MEDICAL,C,2000,14.72,0,0.0588235294117647,Y,7
31.0,96000,MORTGAGE,7.0,VENTURE,C,23125,10.99,1,0.26,N,5
32.0,108000,MORTGAGE,5.0,VENTURE,B,12000,11.49,0,0.1111111111111111,N,10
27.0,108000,MORTGAGE,11.0,EDUCATION,B,21600,10.99,0,0.2,N,10
28.0,108000,MORTGAGE,6.0,EDUCATION,B,23125,10.99,0,0.2537037037037037,N,7
29.0,35000,RENT,2.0,DEBTCONSOLIDATION,B,2000,9.63,0,0.0571428571428571,N,8
30.0,108000,MORTGAGE,14.0,HOMEIMPROVEMENT,B,5000,10.99,0,0.0462962962962962,N,5
33.0,108000,MORTGAGE,14.5,HOMEIMPROVEMENT,B,11500,9.99,0,0.1064814814814814,N,7
27.0,96000,MORTGAGE,3.0,VENTURE,C,3000,14.17,1,0.03125,Y,9
27.0,35040,RENT,11.0,MEDICAL,B,2000,10.99,0,0.0570776255707762,N,10
28.0,108000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,10000,10.74,0,0.0925925925925925,N,6
27.0,108000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,13750,5.79,0,0.1273148148148148,N,5
34.0,108000,MORTGAGE,4.0,PERSONAL,A,10000,6.91,0,0.0925925925925925,N,6
27.0,108000,MORTGAGE,6.0,MEDICAL,A,10000,6.54,0,0.0925925925925925,N,8
33.0,108000,MORTGAGE,14.5,PERSONAL,C,7200,14.35,0,0.0666666666666666,Y,6
29.0,108000,MORTGAGE,13.0,DEBTCONSOLIDATION,A,3500,6.76,0,0.0324074074074074,N,5
27.0,36000,RENT,2.0,MEDICAL,B,2000,11.99,0,0.0555555555555555,N,8
28.0,108000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,5000,12.87,0,0.0462962962962962,Y,9
35.0,37000,RENT,2.0,DEBTCONSOLIDATION,B,2000,11.26,0,0.054054054054054,N,10
32.0,108000,MORTGAGE,11.0,VENTURE,C,20000,12.53,0,0.1851851851851851,Y,10
29.0,108000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,11400,9.32,0,0.1055555555555555,N,5
29.0,38000,RENT,3.0,MEDICAL,C,2000,12.87,0,0.0526315789473684,Y,9
33.0,96000,MORTGAGE,11.0,DEBTCONSOLIDATION,D,15000,14.62,1,0.15625,Y,10
29.0,108000,MORTGAGE,0.0,HOMEIMPROVEMENT,C,20000,10.59,0,0.1851851851851851,Y,7
28.0,108041,MORTGAGE,6.0,EDUCATION,C,5600,13.98,0,0.051832174822521,Y,7
32.0,108202,MORTGAGE,6.0,MEDICAL,C,9600,13.79,0,0.0887229441230291,Y,6
35.0,108717,MORTGAGE,9.0,DEBTCONSOLIDATION,A,16000,6.99,0,0.1471710955968247,N,5
27.0,108928,MORTGAGE,9.0,EDUCATION,A,17600,7.88,0,0.1615746180963572,N,8
29.0,108996,MORTGAGE,12.0,VENTURE,E,22000,10.99,0,0.2018422694410804,Y,5
27.0,39000,RENT,4.0,EDUCATION,D,2000,16.07,0,0.0512820512820512,N,7
27.0,109000,MORTGAGE,7.0,EDUCATION,A,3950,6.03,0,0.0362385321100917,N,7
33.0,109000,MORTGAGE,4.0,MEDICAL,B,15000,11.49,0,0.1376146788990825,N,5
34.0,109000,OWN,14.0,HOMEIMPROVEMENT,C,15000,13.61,0,0.1376146788990825,Y,7
33.0,109000,MORTGAGE,4.0,PERSONAL,C,18400,12.41,0,0.1688073394495413,Y,8
29.0,82450,MORTGAGE,11.0,MEDICAL,E,7500,14.5,1,0.0909642207398423,N,9
27.0,97000,MORTGAGE,4.0,PERSONAL,C,8275,10.59,1,0.0853092783505154,Y,5
34.0,109200,MORTGAGE,14.5,VENTURE,C,6000,12.23,0,0.0549450549450549,Y,9
28.0,109200,MORTGAGE,12.0,PERSONAL,B,8000,11.12,0,0.0732600732600732,N,6
32.0,109488,MORTGAGE,14.5,HOMEIMPROVEMENT,C,12000,12.09,0,0.11,N,8
32.0,29000,OWN,0.0,PERSONAL,A,2000,8.49,0,0.0689655172413793,N,8
34.0,109800,MORTGAGE,12.0,DEBTCONSOLIDATION,B,10000,10.99,0,0.0910746812386156,N,8
27.0,39600,RENT,4.0,DEBTCONSOLIDATION,A,2000,7.9,0,0.05,N,6
27.0,110000,MORTGAGE,11.0,HOMEIMPROVEMENT,A,3600,6.03,0,0.0327272727272727,N,5
28.0,33000,RENT,10.0,PERSONAL,A,15000,10.99,1,0.4545454545454545,N,6
29.0,110000,MORTGAGE,6.0,MEDICAL,B,5000,9.91,0,0.0454545454545454,N,9
35.0,110000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,9000,11.71,0,0.0818181818181818,N,9
27.0,110000,MORTGAGE,0.0,EDUCATION,A,16000,7.9,0,0.1454545454545454,N,7
27.0,33600,RENT,11.0,DEBTCONSOLIDATION,A,15000,5.79,1,0.4464285714285714,N,8
28.0,110000,MORTGAGE,12.0,MEDICAL,A,6000,6.03,0,0.0545454545454545,N,5
28.0,110000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,6000,10.65,0,0.0545454545454545,N,8
34.0,110000,OWN,9.0,HOMEIMPROVEMENT,B,20000,10.99,0,0.1818181818181818,N,9
27.0,40800,RENT,3.0,VENTURE,A,2000,7.49,0,0.05,N,9
